,Content ID,Reaction Type,Datetime,Sentiment,Score,Content Type,Category
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,Super Love,2020-08-28 03:57:20,Positive,75,Photo,Studying
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,Scared,2021-04-20 23:48:12,Negative,15,Photo,Studying
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,Interested,2021-03-07 12:40:11,Positive,30,Photo,Studying
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,Indifferent,2021-05-24 03:21:13,Neutral,20,Photo,Studying
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,Super Love,2021-01-24 11:03:43,Positive,75,Photo,Studying
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,Disgust,2021-04-09 02:46:20,Negative,0,Photo,Studying
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,Super Love,2021-02-02 03:43:43,Positive,75,Photo,Studying
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,Interested,2021-02-04 03:06:12,Positive,30,Photo,Studying
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,Dislike,2020-11-09 02:49:59,Negative,10,Photo,Studying
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,Scared,2020-09-29 16:00:27,Negative,15,Photo,Studying
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,Want,2021-02-13 07:54:01,Positive,70,Photo,Studying
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,Interested,2020-07-14 05:28:44,Positive,30,Photo,Studying
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,Indifferent,2020-08-23 10:30:37,Neutral,20,Photo,Studying
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,Worried,2021-05-10 09:27:42,Negative,12,Photo,Studying
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,Hate,2021-03-15 03:59:11,Negative,5,Photo,Studying
41,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Dislike,2020-06-25 17:01:58,Negative,10,Photo,Healthy Eating
42,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Intrigued,2020-09-13 00:11:50,Positive,45,Photo,Healthy Eating
43,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Peeking,2020-08-20 18:17:06,Neutral,35,Photo,Healthy Eating
44,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Scared,2021-02-11 04:53:56,Negative,15,Photo,Healthy Eating
45,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Hate,2021-03-08 10:40:53,Negative,5,Photo,Healthy Eating
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Disgust,2021-03-28 21:15:26,Negative,0,Photo,Healthy Eating
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Hate,2021-05-25 01:00:28,Negative,5,Photo,Healthy Eating
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Like,2021-03-15 12:17:43,Positive,50,Photo,Healthy Eating
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Love,2021-05-05 16:26:43,Positive,65,Photo,Healthy Eating
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Heart,2021-06-16 03:02:28,Positive,60,Photo,Healthy Eating
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Indifferent,2020-07-07 10:52:30,Neutral,20,Photo,Healthy Eating
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Peeking,2020-08-20 07:59:11,Neutral,35,Photo,Healthy Eating
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Love,2020-09-23 11:15:19,Positive,65,Photo,Healthy Eating
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,Like,2021-03-24 05:56:19,Positive,50,Photo,Healthy Eating
55,230c4e4d-70c3-461d-b42c-ec09396efb3f,Hate,2020-12-07 19:13:23,Negative,5,Photo,Healthy Eating
56,230c4e4d-70c3-461d-b42c-ec09396efb3f,Super Love,2020-08-03 16:41:04,Positive,75,Photo,Healthy Eating
57,230c4e4d-70c3-461d-b42c-ec09396efb3f,Adore,2021-01-10 15:36:01,Positive,72,Photo,Healthy Eating
58,230c4e4d-70c3-461d-b42c-ec09396efb3f,Scared,2020-09-20 08:48:13,Negative,15,Photo,Healthy Eating
59,230c4e4d-70c3-461d-b42c-ec09396efb3f,Cherish,2020-07-20 14:06:31,Positive,70,Photo,Healthy Eating
60,230c4e4d-70c3-461d-b42c-ec09396efb3f,Adore,2020-10-24 12:15:34,Positive,72,Photo,Healthy Eating
61,230c4e4d-70c3-461d-b42c-ec09396efb3f,Interested,2021-06-06 01:27:19,Positive,30,Photo,Healthy Eating
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,Heart,2020-12-25 00:09:41,Positive,60,Photo,Healthy Eating
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,Like,2021-06-14 07:56:56,Positive,50,Photo,Healthy Eating
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,Hate,2020-11-18 23:37:37,Negative,5,Photo,Healthy Eating
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,Interested,2021-05-09 02:42:43,Positive,30,Photo,Healthy Eating
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,Dislike,2021-05-11 08:38:47,Negative,10,Photo,Healthy Eating
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,Peeking,2020-11-12 08:00:05,Neutral,35,Photo,Healthy Eating
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,Heart,2020-06-21 16:57:09,Positive,60,Photo,Healthy Eating
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,Super Love,2021-03-04 23:58:54,Positive,75,Photo,Healthy Eating
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,Want,2020-07-09 16:47:07,Positive,70,Photo,Healthy Eating
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,Hate,2020-08-01 19:16:01,Negative,5,Photo,Healthy Eating
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,Dislike,2020-11-23 22:46:17,Negative,10,Photo,Healthy Eating
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,Dislike,2021-04-23 23:41:18,Negative,10,Photo,Healthy Eating
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,Want,2020-11-13 00:33:42,Positive,70,Photo,Healthy Eating
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,Interested,2021-06-09 10:13:56,Positive,30,Photo,Healthy Eating
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,Love,2020-10-29 19:41:49,Positive,65,Photo,Healthy Eating
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,Heart,2021-05-14 12:47:27,Positive,60,Photo,Healthy Eating
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,Disgust,2020-08-04 05:40:33,Negative,0,Photo,Healthy Eating
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,Adore,2020-08-07 04:09:29,Positive,72,Photo,Healthy Eating
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,Adore,2020-10-23 21:19:27,Positive,72,Photo,Healthy Eating
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,Adore,2020-11-14 23:53:51,Positive,72,Photo,Healthy Eating
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,Interested,2020-11-12 04:54:46,Positive,30,Photo,Healthy Eating
83,356fff80-da4d-4785-9f43-bc1261031dc6,Worried,2021-04-03 12:17:12,Negative,12,Photo,Technology
84,356fff80-da4d-4785-9f43-bc1261031dc6,Want,2020-09-27 22:15:54,Positive,70,Photo,Technology
85,356fff80-da4d-4785-9f43-bc1261031dc6,Heart,2020-10-27 05:45:15,Positive,60,Photo,Technology
86,356fff80-da4d-4785-9f43-bc1261031dc6,Scared,2020-10-15 09:11:23,Negative,15,Photo,Technology
87,356fff80-da4d-4785-9f43-bc1261031dc6,Heart,2021-05-07 09:16:35,Positive,60,Photo,Technology
88,356fff80-da4d-4785-9f43-bc1261031dc6,Hate,2020-09-16 08:39:40,Negative,5,Photo,Technology
89,356fff80-da4d-4785-9f43-bc1261031dc6,Indifferent,2020-10-29 15:38:26,Neutral,20,Photo,Technology
90,01ab84dd-6364-4236-abbb-3f237db77180,Scared,2021-05-24 18:03:26,Negative,15,Video,Food
91,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Interested,2021-02-25 20:02:53,Positive,30,Gif,Cooking
92,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Hate,2021-05-02 03:45:03,Negative,5,Gif,Cooking
93,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Want,2021-01-28 08:49:29,Positive,70,Gif,Cooking
94,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Peeking,2021-02-15 13:06:04,Neutral,35,Gif,Cooking
95,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Dislike,2020-11-04 21:25:52,Negative,10,Gif,Cooking
96,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Love,2020-06-23 22:12:03,Positive,65,Gif,Cooking
97,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Cherish,2021-02-16 04:01:15,Positive,70,Gif,Cooking
98,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Interested,2021-01-03 08:44:25,Positive,30,Gif,Cooking
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Adore,2020-11-25 12:45:41,Positive,72,Gif,Cooking
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Like,2021-05-22 21:03:24,Positive,50,Gif,Cooking
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Cherish,2021-01-18 13:39:54,Positive,70,Gif,Cooking
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Indifferent,2021-01-06 00:35:24,Neutral,20,Gif,Cooking
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Adore,2021-05-14 14:33:17,Positive,72,Gif,Cooking
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Worried,2021-05-27 15:21:54,Negative,12,Gif,Cooking
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Peeking,2020-07-21 02:12:26,Neutral,35,Gif,Cooking
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Dislike,2021-05-26 06:09:46,Negative,10,Gif,Cooking
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Dislike,2021-02-25 03:16:57,Negative,10,Gif,Cooking
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Intrigued,2020-12-07 22:50:16,Positive,45,Gif,Cooking
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Peeking,2020-09-01 21:18:45,Neutral,35,Gif,Cooking
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,Adore,2021-05-10 22:07:25,Positive,72,Gif,Cooking
111,3f8590c7-6ab2-4973-805a-90cdec355f05,Cherish,2021-02-12 16:37:36,Positive,70,Video,Dogs
112,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2021-04-28 15:22:49,Positive,60,Video,Dogs
113,3f8590c7-6ab2-4973-805a-90cdec355f05,Intrigued,2021-01-24 00:38:50,Positive,45,Video,Dogs
114,3f8590c7-6ab2-4973-805a-90cdec355f05,Worried,2021-03-18 01:53:44,Negative,12,Video,Dogs
115,3f8590c7-6ab2-4973-805a-90cdec355f05,Disgust,2021-01-14 07:21:32,Negative,0,Video,Dogs
116,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2020-12-23 04:11:42,Positive,60,Video,Dogs
117,3f8590c7-6ab2-4973-805a-90cdec355f05,Hate,2021-05-21 07:23:46,Negative,5,Video,Dogs
118,3f8590c7-6ab2-4973-805a-90cdec355f05,Like,2021-03-28 23:25:16,Positive,50,Video,Dogs
119,3f8590c7-6ab2-4973-805a-90cdec355f05,Peeking,2020-09-16 07:33:24,Neutral,35,Video,Dogs
120,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2021-03-06 05:23:29,Positive,60,Video,Dogs
121,3f8590c7-6ab2-4973-805a-90cdec355f05,Disgust,2021-01-13 23:35:56,Negative,0,Video,Dogs
122,3f8590c7-6ab2-4973-805a-90cdec355f05,Want,2020-09-06 22:35:47,Positive,70,Video,Dogs
123,3f8590c7-6ab2-4973-805a-90cdec355f05,Interested,2020-06-24 09:31:00,Positive,30,Video,Dogs
124,3f8590c7-6ab2-4973-805a-90cdec355f05,Hate,2021-02-07 21:39:16,Negative,5,Video,Dogs
125,3f8590c7-6ab2-4973-805a-90cdec355f05,Intrigued,2021-01-21 18:28:01,Positive,45,Video,Dogs
126,3f8590c7-6ab2-4973-805a-90cdec355f05,Dislike,2021-02-27 00:21:50,Negative,10,Video,Dogs
127,3f8590c7-6ab2-4973-805a-90cdec355f05,Worried,2020-08-22 12:06:49,Negative,12,Video,Dogs
128,3f8590c7-6ab2-4973-805a-90cdec355f05,Cherish,2020-08-03 06:29:58,Positive,70,Video,Dogs
129,3f8590c7-6ab2-4973-805a-90cdec355f05,Want,2021-06-04 04:57:36,Positive,70,Video,Dogs
130,3f8590c7-6ab2-4973-805a-90cdec355f05,Super Love,2020-10-21 09:07:21,Positive,75,Video,Dogs
131,3f8590c7-6ab2-4973-805a-90cdec355f05,Dislike,2020-12-26 19:46:34,Negative,10,Video,Dogs
132,3f8590c7-6ab2-4973-805a-90cdec355f05,Scared,2021-03-02 22:47:19,Negative,15,Video,Dogs
133,3f8590c7-6ab2-4973-805a-90cdec355f05,Indifferent,2021-03-31 09:48:00,Neutral,20,Video,Dogs
134,3f8590c7-6ab2-4973-805a-90cdec355f05,Interested,2021-06-14 13:44:48,Positive,30,Video,Dogs
135,3f8590c7-6ab2-4973-805a-90cdec355f05,Scared,2020-12-27 17:04:31,Negative,15,Video,Dogs
136,3f8590c7-6ab2-4973-805a-90cdec355f05,Scared,2021-02-11 03:51:01,Negative,15,Video,Dogs
137,3f8590c7-6ab2-4973-805a-90cdec355f05,Interested,2020-12-07 19:07:35,Positive,30,Video,Dogs
138,3f8590c7-6ab2-4973-805a-90cdec355f05,Interested,2020-10-26 05:27:32,Positive,30,Video,Dogs
139,3f8590c7-6ab2-4973-805a-90cdec355f05,Worried,2020-09-26 18:43:58,Negative,12,Video,Dogs
140,3f8590c7-6ab2-4973-805a-90cdec355f05,Scared,2020-11-25 13:01:22,Negative,15,Video,Dogs
141,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2020-07-11 05:51:54,Positive,60,Video,Dogs
142,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2021-03-19 16:23:19,Positive,60,Video,Dogs
143,3f8590c7-6ab2-4973-805a-90cdec355f05,Interested,2020-10-11 18:31:06,Positive,30,Video,Dogs
144,3f8590c7-6ab2-4973-805a-90cdec355f05,Heart,2020-11-02 20:15:03,Positive,60,Video,Dogs
145,3f8590c7-6ab2-4973-805a-90cdec355f05,Want,2020-10-01 03:35:13,Positive,70,Video,Dogs
146,3f8590c7-6ab2-4973-805a-90cdec355f05,Disgust,2021-02-11 20:10:20,Negative,0,Video,Dogs
147,3f8590c7-6ab2-4973-805a-90cdec355f05,Hate,2020-10-17 11:46:24,Negative,5,Video,Dogs
148,3f8590c7-6ab2-4973-805a-90cdec355f05,Like,2020-08-09 19:41:24,Positive,50,Video,Dogs
149,3f8590c7-6ab2-4973-805a-90cdec355f05,Love,2021-02-01 02:40:09,Positive,65,Video,Dogs
150,3f8590c7-6ab2-4973-805a-90cdec355f05,Adore,2021-01-30 09:36:48,Positive,72,Video,Dogs
151,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,Want,2021-03-31 15:24:36,Positive,70,Video,Technology
152,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,Super Love,2021-02-05 17:00:19,Positive,75,Video,Technology
153,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,Heart,2021-02-19 16:29:59,Positive,60,Video,Technology
154,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,Worried,2020-07-25 00:00:21,Negative,12,Video,Technology
155,0bedca96-fb76-4287-a83c-17330ed39cce,Adore,2020-07-13 02:38:53,Positive,72,Photo,Soccer
156,0bedca96-fb76-4287-a83c-17330ed39cce,Indifferent,2021-01-13 13:11:03,Neutral,20,Photo,Soccer
157,0bedca96-fb76-4287-a83c-17330ed39cce,Worried,2021-01-02 16:46:38,Negative,12,Photo,Soccer
158,0bedca96-fb76-4287-a83c-17330ed39cce,Intrigued,2020-11-26 02:25:57,Positive,45,Photo,Soccer
159,0bedca96-fb76-4287-a83c-17330ed39cce,Want,2020-08-25 19:18:58,Positive,70,Photo,Soccer
160,0bedca96-fb76-4287-a83c-17330ed39cce,Hate,2021-02-01 00:15:07,Negative,5,Photo,Soccer
161,0bedca96-fb76-4287-a83c-17330ed39cce,Love,2021-06-04 14:36:48,Positive,65,Photo,Soccer
162,0bedca96-fb76-4287-a83c-17330ed39cce,Adore,2020-08-19 13:38:44,Positive,72,Photo,Soccer
163,0bedca96-fb76-4287-a83c-17330ed39cce,Cherish,2021-04-22 02:08:07,Positive,70,Photo,Soccer
164,0bedca96-fb76-4287-a83c-17330ed39cce,Like,2020-08-15 18:16:38,Positive,50,Photo,Soccer
165,0bedca96-fb76-4287-a83c-17330ed39cce,Love,2020-11-26 13:42:17,Positive,65,Photo,Soccer
166,b18cb63f-4c8e-44ee-a47f-541e95191d11,Want,2021-04-14 00:56:54,Positive,70,Photo,Public Speaking
167,b18cb63f-4c8e-44ee-a47f-541e95191d11,Indifferent,2020-07-21 21:27:18,Neutral,20,Photo,Public Speaking
168,b18cb63f-4c8e-44ee-a47f-541e95191d11,Dislike,2021-03-29 06:57:35,Negative,10,Photo,Public Speaking
169,b18cb63f-4c8e-44ee-a47f-541e95191d11,Want,2021-05-20 16:11:03,Positive,70,Photo,Public Speaking
170,b18cb63f-4c8e-44ee-a47f-541e95191d11,Like,2020-11-02 06:09:02,Positive,50,Photo,Public Speaking
171,b18cb63f-4c8e-44ee-a47f-541e95191d11,Indifferent,2020-10-24 15:37:55,Neutral,20,Photo,Public Speaking
172,b18cb63f-4c8e-44ee-a47f-541e95191d11,Heart,2020-09-07 14:42:05,Positive,60,Photo,Public Speaking
173,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2021-03-04 02:46:37,Negative,15,Photo,Public Speaking
174,b18cb63f-4c8e-44ee-a47f-541e95191d11,Adore,2021-01-07 14:08:59,Positive,72,Photo,Public Speaking
175,b18cb63f-4c8e-44ee-a47f-541e95191d11,Like,2021-03-27 04:56:15,Positive,50,Photo,Public Speaking
176,b18cb63f-4c8e-44ee-a47f-541e95191d11,Intrigued,2020-11-21 21:25:27,Positive,45,Photo,Public Speaking
177,b18cb63f-4c8e-44ee-a47f-541e95191d11,Cherish,2020-08-22 01:25:23,Positive,70,Photo,Public Speaking
178,b18cb63f-4c8e-44ee-a47f-541e95191d11,Peeking,2021-06-14 11:45:51,Neutral,35,Photo,Public Speaking
179,b18cb63f-4c8e-44ee-a47f-541e95191d11,Worried,2020-07-15 19:28:53,Negative,12,Photo,Public Speaking
180,b18cb63f-4c8e-44ee-a47f-541e95191d11,Intrigued,2021-03-21 14:39:14,Positive,45,Photo,Public Speaking
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,Super Love,2021-04-07 03:15:32,Positive,75,Photo,Public Speaking
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,Cherish,2021-04-24 06:56:18,Positive,70,Photo,Public Speaking
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,Heart,2020-09-30 14:05:52,Positive,60,Photo,Public Speaking
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2021-01-21 07:08:24,Negative,15,Photo,Public Speaking
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2021-01-31 13:48:15,Negative,15,Photo,Public Speaking
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,Hate,2020-12-24 03:24:57,Negative,5,Photo,Public Speaking
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,Disgust,2021-05-27 01:44:22,Negative,0,Photo,Public Speaking
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,Disgust,2021-02-13 04:14:45,Negative,0,Photo,Public Speaking
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,Adore,2020-07-14 04:36:58,Positive,72,Photo,Public Speaking
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,Dislike,2020-07-15 16:03:17,Negative,10,Photo,Public Speaking
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,Like,2020-10-08 17:23:39,Positive,50,Photo,Public Speaking
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,Heart,2020-11-12 23:55:59,Positive,60,Photo,Public Speaking
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,Intrigued,2020-07-09 08:58:04,Positive,45,Photo,Public Speaking
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,Adore,2020-06-26 23:45:10,Positive,72,Photo,Public Speaking
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,Worried,2020-11-20 13:18:45,Negative,12,Photo,Public Speaking
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,Like,2021-05-29 21:34:57,Positive,50,Photo,Public Speaking
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,Indifferent,2021-02-22 02:48:34,Neutral,20,Photo,Public Speaking
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2021-01-07 18:39:43,Negative,15,Photo,Public Speaking
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,Adore,2020-10-01 15:10:15,Positive,72,Photo,Public Speaking
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,Hate,2020-11-21 08:24:23,Negative,5,Photo,Public Speaking
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2021-04-15 13:50:58,Negative,15,Photo,Public Speaking
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,Want,2020-12-01 15:06:19,Positive,70,Photo,Public Speaking
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,Scared,2020-11-07 00:47:34,Negative,15,Photo,Public Speaking
204,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Super Love,2020-06-30 13:08:43,Positive,75,Gif,Science
205,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Heart,2020-08-04 03:09:30,Positive,60,Gif,Science
206,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Intrigued,2020-07-28 07:01:21,Positive,45,Gif,Science
207,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Super Love,2020-10-25 02:39:21,Positive,75,Gif,Science
208,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Worried,2020-07-05 03:37:53,Negative,12,Gif,Science
209,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Cherish,2021-04-28 15:16:13,Positive,70,Gif,Science
210,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Indifferent,2021-01-31 00:54:10,Neutral,20,Gif,Science
211,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Adore,2020-08-29 11:37:51,Positive,72,Gif,Science
212,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Intrigued,2020-10-15 12:09:51,Positive,45,Gif,Science
213,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Scared,2020-10-31 21:46:10,Negative,15,Gif,Science
214,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Heart,2020-10-12 09:40:05,Positive,60,Gif,Science
215,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Want,2020-12-12 12:22:24,Positive,70,Gif,Science
216,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Like,2021-01-09 16:37:02,Positive,50,Gif,Science
217,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Hate,2020-08-23 04:39:40,Negative,5,Gif,Science
218,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Love,2020-12-22 04:20:41,Positive,65,Gif,Science
219,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Disgust,2020-11-07 08:49:52,Negative,0,Gif,Science
220,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Adore,2021-04-17 22:45:10,Positive,72,Gif,Science
221,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Scared,2021-04-21 00:21:08,Negative,15,Gif,Science
222,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Intrigued,2020-07-06 02:08:44,Positive,45,Gif,Science
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,Love,2021-03-26 05:42:40,Positive,65,Gif,Science
224,0be59876-d70c-486c-8e0b-a06bef7a2cd6,Cherish,2020-09-13 11:24:46,Positive,70,Gif,Tennis
